post_id,fk_user_id,post_type,title,content,hashtags,location,manual_label,likes,spam_flag,rating,created_at
Pae40f987,U78ee480d,recommendation,My Travel Story,Highly recommend this destination.,#culture,Kalandula Falls,cultural_info,331,0,4.85,2023-05-04
Pb56872f1,U225085d1,travel_tip,Tips for Travelers,The food was delicious!,#food,Quicama National Park,feedback,183,0,2.5,2024-01-12
Pa54bb5d1,U9334fd11,feedback,Tips for Travelers,Had an unforgettable adventure.,#culture,Kalandula Falls,cultural_info,288,1,2.14,2023-04-03
Pb9656f93,Ub8aa1067,travel_tip,Cultural Insights,Highly recommend this destination.,#culture,Ilha do Mussulo,travel_tip,47,0,4.47,2024-06-09
P550942c8,Ucaf97a16,travel_tip,My Travel Story,Highly recommend this destination.,#culture,Quicama National Park,recommendation,148,1,1.89,2024-03-23
P34f1e55d,Udc88e7eb,travel_tip,Cultural Insights,Highly recommend this destination.,#beach,Ilha do Mussulo,cultural_info,430,0,4.85,2024-06-19
P77b82211,U32358eef,cultural_info,Amazing Experience,Visited a wonderful place!,#travel,Quicama National Park,recommendation,261,1,1.05,2024-02-27
Pb7920b50,Ucf68b506,travel_tip,Cultural Insights,The food was delicious!,#adventure,Quicama National Park,recommendation,393,0,4.88,2023-04-27
Pc5c23d01,Ua03273e0,travel_tip,My Travel Story,Highly recommend this destination.,#culture,Praia Morena,recommendation,213,0,1.17,2023-11-18
P6b76943a,U9415bf18,travel_tip,Tips for Travelers,The food was delicious!,#adventure,Morro do Moco,feedback,94,0,4.56,2023-09-23
P9d67257a,U15ee66ca,recommendation,Tips for Travelers,Visited a wonderful place!,#travel,Kalandula Falls,recommendation,6,0,3.11,2024-05-03
Pf921fe6a,U5a27d137,travel_tip,Tips for Travelers,The food was delicious!,#nature,Quicama National Park,cultural_info,353,1,4.97,2023-11-06
Pf2e3052f,Ud2a4df82,feedback,My Travel Story,Visited a wonderful place!,#beach,Praia Morena,recommendation,356,0,1.3,2023-01-28
Pfb570a65,U7af0d8a5,travel_tip,My Travel Story,Highly recommend this destination.,#culture,Ilha do Mussulo,feedback,44,0,3.22,2024-04-19
Pc0005f51,Ud7e31369,travel_tip,Tips for Travelers,Visited a wonderful place!,#travel,Morro do Moco,feedback,378,1,4.88,2024-05-11
P2daf4b00,U24103f3b,recommendation,Tips for Travelers,Highly recommend this destination.,#beach,Museu Nacional de História Natural,travel_tip,26,0,3.09,2023-01-09
Pcfda8da1,U133191f1,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#food,Quicama National Park,cultural_info,18,1,3.52,2024-02-14
P78cc178a,U85894c66,travel_tip,My Travel Story,Visited a wonderful place!,#nature,Praia Morena,travel_tip,295,0,3.78,2024-07-20
P489b8208,Ua5d7649d,cultural_info,Tips for Travelers,Had an unforgettable adventure.,#travel,Kalandula Falls,cultural_info,229,1,2.82,2023-01-22
P6b12c677,U9480b3b3,cultural_info,My Travel Story,Had an unforgettable adventure.,#adventure,Kalandula Falls,feedback,259,0,3.51,2023-12-14
P8261a10b,U761ee29b,travel_tip,My Travel Story,The food was delicious!,#food,Ilha do Mussulo,travel_tip,491,1,3.34,2024-01-04
P706aabf8,U89d8e7c8,travel_tip,My Travel Story,Highly recommend this destination.,#adventure,Ilha do Mussulo,recommendation,341,1,4.6,2023-05-13
Pbc01431e,Ue22ed551,feedback,My Travel Story,Had an unforgettable adventure.,#travel,Kalandula Falls,travel_tip,155,0,1.18,2023-08-03
Pf7f0573e,U8883c844,recommendation,Amazing Experience,The food was delicious!,#adventure,Museu Nacional de História Natural,feedback,89,0,2.12,2023-03-07
P6b073074,Uc9e298e1,travel_tip,Amazing Experience,Highly recommend this destination.,#travel,Quicama National Park,feedback,249,0,4.8,2023-12-15
P1670bfbd,U450f981e,cultural_info,Amazing Experience,The food was delicious!,#beach,Ilha do Mussulo,recommendation,361,0,4.56,2024-03-24
Pc69da4a4,U54914d48,travel_tip,Amazing Experience,Visited a wonderful place!,#nature,Quicama National Park,recommendation,421,0,2.82,2024-06-03
Paf1afb03,Uee0bad43,feedback,Amazing Experience,Highly recommend this destination.,#adventure,Morro do Moco,cultural_info,362,1,3.48,2024-06-02
P94adf09f,Uab5c182d,recommendation,My Travel Story,The food was delicious!,#adventure,Morro do Moco,recommendation,434,0,2.11,2024-03-25
Pe98f1eb1,U8c43e13f,travel_tip,Amazing Experience,Highly recommend this destination.,#culture,Museu Nacional de História Natural,cultural_info,258,0,1.75,2023-03-29
Pf6cd78c5,U90cd9564,cultural_info,Tips for Travelers,The food was delicious!,#food,Ilha do Mussulo,feedback,77,1,2.85,2023-08-22
P6a80f53f,U0fb66447,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#culture,Quicama National Park,cultural_info,483,0,2.41,2024-03-29
P1a5216f2,U46ce8a90,recommendation,Amazing Experience,Visited a wonderful place!,#adventure,Museu Nacional de História Natural,travel_tip,395,0,3.33,2024-03-20
P519aeaab,Ud0bb3288,travel_tip,Amazing Experience,Highly recommend this destination.,#nature,Praia Morena,cultural_info,214,1,1.31,2024-07-20
P559ae2ee,U48289f69,cultural_info,Cultural Insights,The food was delicious!,#travel,Museu Nacional de História Natural,feedback,358,1,4.9,2024-04-01
P3ab0b941,U2c6df721,feedback,Tips for Travelers,The food was delicious!,#food,Kalandula Falls,feedback,451,0,4.94,2023-03-28
P0c3f8a3c,U90cd7c9b,cultural_info,Tips for Travelers,Highly recommend this destination.,#nature,Quicama National Park,cultural_info,109,0,3.79,2024-06-07
P3cb2ac77,U6694dee0,cultural_info,Cultural Insights,Highly recommend this destination.,#travel,Praia Morena,cultural_info,123,0,3.14,2024-03-08
Pd768076c,U476de71b,recommendation,Amazing Experience,The food was delicious!,#adventure,Ilha do Mussulo,cultural_info,63,0,2.24,2023-05-08
P8a886521,Uc767163b,cultural_info,Amazing Experience,Had an unforgettable adventure.,#adventure,Morro do Moco,feedback,179,0,4.26,2023-10-19
Pe4adcb0b,U20bdfc6f,feedback,Tips for Travelers,Highly recommend this destination.,#travel,Museu Nacional de História Natural,feedback,421,0,3.74,2024-04-10
P18c18dfc,Ue5cb23f2,feedback,Tips for Travelers,Had an unforgettable adventure.,#travel,Praia Morena,recommendation,217,0,1.65,2024-05-02
P18578ec0,U3404c5cc,travel_tip,Amazing Experience,The food was delicious!,#food,Quicama National Park,travel_tip,301,1,4.64,2023-09-28
P46ae1173,U7c549a4c,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#food,Kalandula Falls,travel_tip,421,0,4.29,2023-05-28
P771b6673,U476de71b,feedback,Tips for Travelers,Had an unforgettable adventure.,#beach,Ilha do Mussulo,recommendation,355,0,4.8,2024-04-11
P1a3ec29f,U41e3354d,recommendation,My Travel Story,The food was delicious!,#travel,Quicama National Park,travel_tip,56,0,3.9,2024-01-14
P0ffc40d7,U2af07fcc,cultural_info,Amazing Experience,Highly recommend this destination.,#travel,Museu Nacional de História Natural,cultural_info,191,0,3.45,2023-10-29
Pe967093a,U85894c66,recommendation,My Travel Story,Highly recommend this destination.,#nature,Kalandula Falls,recommendation,479,0,2.67,2023-10-18
Pd7f879da,Uc804c343,feedback,Tips for Travelers,Visited a wonderful place!,#travel,Quicama National Park,cultural_info,34,0,4.73,2024-03-03
Peb6a28de,U7c77e3ab,cultural_info,Tips for Travelers,The food was delicious!,#culture,Kalandula Falls,feedback,390,0,4.46,2024-05-31
Pb1e56e9c,U59dec042,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#beach,Ilha do Mussulo,cultural_info,45,1,1.18,2024-02-01
Pb31725a4,Ue10cee3f,travel_tip,Cultural Insights,Visited a wonderful place!,#food,Kalandula Falls,cultural_info,330,0,1.11,2023-06-19
P5c4b4226,U510ed917,recommendation,Cultural Insights,Visited a wonderful place!,#food,Quicama National Park,recommendation,98,0,2.51,2024-08-06
P55d61b0c,Ud7fe54fc,feedback,Tips for Travelers,Visited a wonderful place!,#travel,Ilha do Mussulo,feedback,492,0,4.24,2023-10-09
P8eefbde8,Ua6f53cf2,feedback,My Travel Story,Had an unforgettable adventure.,#travel,Quicama National Park,cultural_info,205,0,4.95,2024-05-18
P12dd4a6f,Ua984e6aa,recommendation,Cultural Insights,Had an unforgettable adventure.,#beach,Kalandula Falls,recommendation,440,0,1.6,2024-01-27
P928ed0d0,U78139c19,recommendation,Amazing Experience,Visited a wonderful place!,#nature,Morro do Moco,cultural_info,73,0,3.38,2023-09-19
P6e7e28ec,U949c3f7a,recommendation,My Travel Story,The food was delicious!,#culture,Ilha do Mussulo,feedback,30,0,2.52,2023-07-05
P53eb2772,U3a8e88e8,recommendation,Cultural Insights,Had an unforgettable adventure.,#travel,Museu Nacional de História Natural,feedback,211,0,4.88,2023-09-22
P341b3dfc,U6b3d23f1,recommendation,Amazing Experience,Highly recommend this destination.,#beach,Quicama National Park,feedback,252,1,4.37,2023-04-28
P155ad09e,U1c5121bb,recommendation,Cultural Insights,Had an unforgettable adventure.,#nature,Kalandula Falls,recommendation,247,0,4.35,2024-02-22
P4062dadb,Ub08504f0,feedback,Amazing Experience,The food was delicious!,#nature,Quicama National Park,recommendation,126,0,2.87,2023-11-08
P0c923dd9,U77adce0e,travel_tip,Tips for Travelers,Visited a wonderful place!,#food,Quicama National Park,feedback,400,0,2.66,2024-01-18
Pfabe94ec,Ufe42197c,feedback,My Travel Story,Had an unforgettable adventure.,#nature,Kalandula Falls,recommendation,0,1,2.09,2023-10-24
P54dba870,Ud78fdf34,feedback,Amazing Experience,Visited a wonderful place!,#culture,Museu Nacional de História Natural,cultural_info,429,1,1.23,2023-12-26
P37f5b5d7,U602cb7fd,feedback,Cultural Insights,Visited a wonderful place!,#beach,Ilha do Mussulo,recommendation,153,0,4.46,2024-02-09
P8a98a15e,Uebbbf143,recommendation,My Travel Story,The food was delicious!,#culture,Morro do Moco,cultural_info,452,0,4.25,2023-09-25
Pebb1999e,Uc77a9ef2,travel_tip,Cultural Insights,Highly recommend this destination.,#food,Museu Nacional de História Natural,cultural_info,107,1,5,2023-12-03
Pd870f68f,U96478c61,feedback,Amazing Experience,Had an unforgettable adventure.,#travel,Praia Morena,feedback,211,1,4.99,2024-02-07
Pcf3d2fa3,Ucbe74e15,recommendation,Amazing Experience,Visited a wonderful place!,#food,Kalandula Falls,recommendation,180,1,3.22,2024-01-02
P959f40d3,U04a845a7,feedback,Amazing Experience,Visited a wonderful place!,#culture,Museu Nacional de História Natural,feedback,227,0,4.08,2023-08-15
Pb8a3e19b,U3fe68642,recommendation,Cultural Insights,The food was delicious!,#beach,Praia Morena,cultural_info,413,0,4.78,2023-08-28
Pf5e89bd3,U25361ee8,cultural_info,Amazing Experience,The food was delicious!,#culture,Ilha do Mussulo,feedback,3,0,4.4,2024-02-10
Pc2fd111d,U54eb58c5,cultural_info,Tips for Travelers,Highly recommend this destination.,#nature,Morro do Moco,feedback,33,0,1.99,2023-03-08
P6556b4ee,U922d62c1,cultural_info,My Travel Story,The food was delicious!,#beach,Ilha do Mussulo,recommendation,496,0,2.8,2024-07-27
P214aa22c,U91da6ea1,travel_tip,Amazing Experience,Had an unforgettable adventure.,#food,Ilha do Mussulo,recommendation,437,0,1.52,2024-03-18
Pa8fd5118,Uee66596c,travel_tip,Cultural Insights,Visited a wonderful place!,#food,Quicama National Park,travel_tip,253,0,4.82,2024-06-13
P82208bc1,U000ee273,recommendation,My Travel Story,Visited a wonderful place!,#adventure,Kalandula Falls,travel_tip,161,0,3.42,2024-02-06
P66f29509,U640c6d68,cultural_info,Amazing Experience,Visited a wonderful place!,#food,Morro do Moco,travel_tip,490,0,1.91,2023-09-13
P12ebf6f5,U1d92b991,feedback,Cultural Insights,The food was delicious!,#travel,Ilha do Mussulo,recommendation,14,1,3.69,2024-03-18
P1f6d2846,Ubf326bc2,recommendation,Cultural Insights,The food was delicious!,#beach,Praia Morena,travel_tip,122,0,3.47,2023-02-25
Pd80c0e20,U3b967ad6,cultural_info,My Travel Story,Visited a wonderful place!,#nature,Quicama National Park,travel_tip,391,0,2.43,2024-04-02
P2e3a641e,Ufc2e06ec,recommendation,Amazing Experience,Visited a wonderful place!,#travel,Kalandula Falls,cultural_info,455,0,1.45,2023-05-11
P9c526bc4,Ud0bb3288,travel_tip,Amazing Experience,The food was delicious!,#nature,Ilha do Mussulo,travel_tip,33,0,3.69,2023-02-27
Pa2e55504,Ua9551335,recommendation,Cultural Insights,Had an unforgettable adventure.,#culture,Praia Morena,travel_tip,119,0,3.08,2024-04-09
P25bc46f2,U5e8bf3f1,travel_tip,Tips for Travelers,Visited a wonderful place!,#adventure,Ilha do Mussulo,recommendation,232,0,4.09,2023-07-17
P4bd8ff0d,Uc327c189,recommendation,Amazing Experience,Visited a wonderful place!,#nature,Morro do Moco,feedback,326,0,3.08,2023-12-30
P1ddc1f0b,U6fa68f1f,travel_tip,Tips for Travelers,Highly recommend this destination.,#beach,Morro do Moco,recommendation,30,0,4.41,2023-11-16
P0b336022,U7c549a4c,travel_tip,Cultural Insights,The food was delicious!,#nature,Quicama National Park,feedback,75,1,3.21,2023-11-13
P7ac4e09a,Ue85aa9bc,cultural_info,Cultural Insights,The food was delicious!,#travel,Quicama National Park,feedback,29,0,3.24,2024-06-03
P9c91326c,U522dea06,recommendation,Tips for Travelers,The food was delicious!,#beach,Morro do Moco,feedback,402,0,4.51,2023-12-16
P3399ca09,U500c8bc4,travel_tip,Tips for Travelers,The food was delicious!,#nature,Quicama National Park,cultural_info,315,0,2.61,2024-03-04
P600c34f4,U0dd5fe54,feedback,Amazing Experience,Had an unforgettable adventure.,#travel,Kalandula Falls,feedback,471,0,1.54,2023-08-17
Pedea82cb,Ub4975c90,feedback,Tips for Travelers,Highly recommend this destination.,#beach,Kalandula Falls,cultural_info,413,1,1.12,2023-07-30
Pa1ac12d2,U59b12845,feedback,Amazing Experience,The food was delicious!,#travel,Praia Morena,cultural_info,15,0,4.02,2023-05-26
P2c9f0f34,Uf6282b63,travel_tip,My Travel Story,The food was delicious!,#travel,Praia Morena,feedback,101,0,3.48,2023-06-28
P842a9c75,Ubec15737,cultural_info,My Travel Story,The food was delicious!,#nature,Morro do Moco,feedback,100,0,3.82,2023-06-30
P3df77441,U602cb7fd,cultural_info,Amazing Experience,Visited a wonderful place!,#food,Morro do Moco,travel_tip,335,0,1.85,2023-12-13
Pc1da1fc8,Ub24a3301,feedback,Cultural Insights,Had an unforgettable adventure.,#beach,Museu Nacional de História Natural,cultural_info,338,0,1.55,2024-06-23
P185de2a9,U54914d48,travel_tip,Amazing Experience,Visited a wonderful place!,#beach,Morro do Moco,feedback,98,1,1.06,2024-01-19
Pc7bb14aa,U97f576a6,travel_tip,My Travel Story,Visited a wonderful place!,#nature,Quicama National Park,feedback,437,0,2.4,2023-06-02
Pbd281ad9,U55b60ea5,feedback,Amazing Experience,The food was delicious!,#beach,Quicama National Park,travel_tip,107,0,3.36,2024-04-26
P5eef97b3,U39fe0e08,recommendation,My Travel Story,Had an unforgettable adventure.,#food,Quicama National Park,cultural_info,255,1,2.57,2023-07-03
Pbac7d64a,U8b8d8b0e,cultural_info,Tips for Travelers,Had an unforgettable adventure.,#culture,Museu Nacional de História Natural,travel_tip,326,0,2.75,2023-08-01
Pe225b6d6,Ubec15737,feedback,Tips for Travelers,Highly recommend this destination.,#culture,Morro do Moco,cultural_info,217,1,4.62,2024-08-08
P2bed71e9,U80f34ca6,cultural_info,Cultural Insights,Visited a wonderful place!,#beach,Praia Morena,cultural_info,227,0,2.39,2023-08-24
P679d79ea,U14048d77,recommendation,Tips for Travelers,The food was delicious!,#culture,Kalandula Falls,travel_tip,221,1,3.06,2024-01-12
Pd607934e,U0db58acf,travel_tip,Cultural Insights,The food was delicious!,#culture,Praia Morena,feedback,226,0,4.13,2023-09-29
P3bd4b7eb,U2268fe1e,recommendation,Cultural Insights,Visited a wonderful place!,#adventure,Quicama National Park,recommendation,402,0,2.59,2023-08-22
P6737459a,Ue5cb23f2,recommendation,Amazing Experience,The food was delicious!,#travel,Quicama National Park,feedback,170,0,3.49,2023-12-04
P8088ade1,U79283d51,cultural_info,Cultural Insights,Highly recommend this destination.,#food,Quicama National Park,feedback,437,0,4.45,2023-01-09
Pf8e69eba,Ud0c650ee,cultural_info,Cultural Insights,The food was delicious!,#culture,Kalandula Falls,recommendation,241,0,4.8,2024-02-12
P6d037439,U9070e642,feedback,My Travel Story,Had an unforgettable adventure.,#beach,Quicama National Park,travel_tip,369,1,1.59,2023-12-15
Pf8b93e1c,U25d8dfba,recommendation,Cultural Insights,Highly recommend this destination.,#culture,Ilha do Mussulo,travel_tip,107,1,4.71,2024-04-05
Pc129b1af,U6dc7e9d9,recommendation,Cultural Insights,Highly recommend this destination.,#nature,Morro do Moco,cultural_info,482,0,2.97,2024-05-26
P1af36aff,U44942e18,cultural_info,Cultural Insights,Highly recommend this destination.,#culture,Kalandula Falls,travel_tip,390,0,2.03,2023-11-30
Pf05973d9,U9415bf18,recommendation,Amazing Experience,Highly recommend this destination.,#beach,Museu Nacional de História Natural,travel_tip,195,0,2.84,2024-02-05
P8466c9d6,Ua5d7649d,travel_tip,My Travel Story,Had an unforgettable adventure.,#travel,Museu Nacional de História Natural,travel_tip,327,0,4.92,2023-04-06
P025f8117,Ue01a7ac2,recommendation,My Travel Story,Visited a wonderful place!,#food,Quicama National Park,travel_tip,13,0,2.97,2023-07-23
P3ce47017,Ufa703dfe,travel_tip,Cultural Insights,Highly recommend this destination.,#beach,Museu Nacional de História Natural,recommendation,232,0,2.32,2024-01-13
P601be394,U8a0096f7,recommendation,My Travel Story,The food was delicious!,#culture,Kalandula Falls,feedback,56,0,3.53,2024-07-03
P6dc25279,U4c2bac39,travel_tip,Amazing Experience,Had an unforgettable adventure.,#beach,Morro do Moco,feedback,158,1,1.96,2024-05-01
Pe811ac3d,U91c9be70,cultural_info,My Travel Story,Had an unforgettable adventure.,#adventure,Morro do Moco,recommendation,73,1,1.3,2023-03-07
P81723a86,U040e9863,travel_tip,My Travel Story,The food was delicious!,#nature,Kalandula Falls,travel_tip,236,0,1.52,2023-04-04
Pd5aaed59,U11a99cc8,travel_tip,Cultural Insights,The food was delicious!,#culture,Quicama National Park,feedback,212,0,1.51,2023-07-03
P41fb721a,U1092c3e9,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#food,Morro do Moco,recommendation,201,0,1.61,2023-09-03
P84bd3776,Uc7dc3f27,feedback,Cultural Insights,The food was delicious!,#food,Praia Morena,feedback,465,1,1.56,2024-02-26
P80a2f679,U88ff589f,recommendation,Cultural Insights,Visited a wonderful place!,#travel,Quicama National Park,cultural_info,209,1,3.56,2023-06-18
P30f2792d,Ucabfa828,feedback,Amazing Experience,Had an unforgettable adventure.,#travel,Praia Morena,travel_tip,195,0,1.73,2024-02-13
Paa0eefa5,Uaab5e3cd,feedback,Tips for Travelers,Visited a wonderful place!,#travel,Museu Nacional de História Natural,recommendation,363,0,2.38,2023-12-01
P89af51b9,Uba5db877,travel_tip,Tips for Travelers,Had an unforgettable adventure.,#travel,Praia Morena,feedback,365,1,4.59,2023-05-24
P9409d72f,U24103f3b,cultural_info,My Travel Story,Highly recommend this destination.,#travel,Quicama National Park,recommendation,90,0,2.9,2023-05-08
P74aef52a,U8ff6d93c,travel_tip,My Travel Story,Visited a wonderful place!,#food,Praia Morena,cultural_info,78,1,3.67,2024-01-02
P01e2ed47,U26f350b6,feedback,Amazing Experience,Highly recommend this destination.,#culture,Ilha do Mussulo,recommendation,428,0,1.69,2024-02-04
P46eee670,U3a3336df,cultural_info,Tips for Travelers,Visited a wonderful place!,#nature,Praia Morena,recommendation,395,1,1.77,2023-07-26
P57810fbc,Ud74e7d7d,feedback,Cultural Insights,Highly recommend this destination.,#beach,Praia Morena,recommendation,215,0,1.16,2023-01-15
P85c6bb04,Uc9e298e1,feedback,Amazing Experience,Highly recommend this destination.,#travel,Ilha do Mussulo,feedback,370,0,1.68,2023-02-15
P4830fa0a,Ufb9a766a,recommendation,Cultural Insights,The food was delicious!,#nature,Ilha do Mussulo,feedback,319,0,2.11,2024-07-08
P2231be24,U4b3bc7ff,travel_tip,Amazing Experience,Highly recommend this destination.,#beach,Praia Morena,cultural_info,165,0,1.71,2023-01-16
Pd0028db6,U8154d889,cultural_info,Amazing Experience,Had an unforgettable adventure.,#beach,Kalandula Falls,feedback,33,0,1.35,2024-01-13
Pe78ac6fd,Uf09967f1,recommendation,My Travel Story,Had an unforgettable adventure.,#adventure,Quicama National Park,travel_tip,52,0,1.48,2023-09-15
Pbc387811,Uceb61ce6,recommendation,Cultural Insights,Had an unforgettable adventure.,#food,Ilha do Mussulo,feedback,170,0,2.84,2023-11-22
P71c35587,Udd2a750c,travel_tip,Amazing Experience,The food was delicious!,#travel,Quicama National Park,travel_tip,195,0,1.83,2024-05-30
Pb8231858,U9415bf18,recommendation,My Travel Story,Visited a wonderful place!,#nature,Praia Morena,cultural_info,121,1,2.46,2023-09-07
Peccb5f5a,U920755bf,recommendation,Amazing Experience,Highly recommend this destination.,#adventure,Kalandula Falls,cultural_info,103,0,3.01,2024-01-20
Pee4d836f,Ud899326b,recommendation,My Travel Story,Had an unforgettable adventure.,#food,Museu Nacional de História Natural,feedback,142,0,3.76,2023-02-10
Pda208498,U5550a83c,travel_tip,Cultural Insights,Visited a wonderful place!,#beach,Ilha do Mussulo,cultural_info,175,0,1.16,2023-07-30
P80c2512a,Ufe42197c,recommendation,My Travel Story,Highly recommend this destination.,#nature,Kalandula Falls,cultural_info,93,1,4.2,2023-01-07
Pec0da41c,U0551b034,travel_tip,Amazing Experience,Highly recommend this destination.,#travel,Ilha do Mussulo,feedback,480,0,3.51,2023-05-09
P811ee0c2,U6e3d5fc1,feedback,My Travel Story,Highly recommend this destination.,#nature,Praia Morena,travel_tip,371,1,1.33,2023-11-15
P7dc69d57,U70def495,feedback,My Travel Story,Had an unforgettable adventure.,#beach,Quicama National Park,feedback,155,0,4.49,2024-08-13
P72753669,Uc767163b,feedback,Cultural Insights,Had an unforgettable adventure.,#travel,Museu Nacional de História Natural,travel_tip,193,0,4.68,2024-04-27
P872b278b,Uf6da63bb,travel_tip,Tips for Travelers,Highly recommend this destination.,#culture,Praia Morena,travel_tip,218,0,1.24,2023-11-04
Pa3046798,Uf6ee4ad9,feedback,My Travel Story,The food was delicious!,#culture,Kalandula Falls,cultural_info,232,0,2.11,2024-01-20
P0d87ed13,U57a7ded8,travel_tip,Amazing Experience,The food was delicious!,#beach,Ilha do Mussulo,travel_tip,100,0,4.22,2023-07-14
P7be9b1dd,U7b808770,recommendation,Cultural Insights,Had an unforgettable adventure.,#culture,Kalandula Falls,travel_tip,496,0,3.99,2024-01-29
Pdf1f6f36,U278b64a3,cultural_info,Amazing Experience,Had an unforgettable adventure.,#travel,Praia Morena,travel_tip,477,0,1.74,2023-07-18
P514d1a9f,U88ff589f,travel_tip,Cultural Insights,The food was delicious!,#nature,Ilha do Mussulo,travel_tip,325,0,1.84,2023-03-01
P116c531b,U5a12da42,travel_tip,Tips for Travelers,Highly recommend this destination.,#beach,Kalandula Falls,recommendation,471,0,2.48,2023-01-29
P78b70253,Uebbbf143,feedback,Cultural Insights,Had an unforgettable adventure.,#food,Morro do Moco,cultural_info,126,0,2.94,2023-01-13
P54a1d075,U908c2e74,recommendation,Tips for Travelers,Had an unforgettable adventure.,#food,Quicama National Park,recommendation,265,0,3.47,2024-03-09
P0791deb1,U70def495,travel_tip,Cultural Insights,The food was delicious!,#nature,Quicama National Park,travel_tip,300,0,2.48,2024-02-26
P596fdc07,Uc77a9ef2,recommendation,Amazing Experience,The food was delicious!,#beach,Museu Nacional de História Natural,feedback,476,1,2.85,2023-11-12
P5b38d4bf,U31ee1a4b,feedback,Tips for Travelers,Visited a wonderful place!,#travel,Praia Morena,travel_tip,268,1,3.99,2023-10-23
P62085c84,U7fcfb85f,travel_tip,My Travel Story,Highly recommend this destination.,#adventure,Morro do Moco,feedback,101,1,1.15,2023-07-06
Pef784887,U9cef64f7,recommendation,Tips for Travelers,Highly recommend this destination.,#beach,Morro do Moco,recommendation,383,0,2.01,2023-07-16
P0cbe14a3,U3dd66186,travel_tip,Tips for Travelers,Visited a wonderful place!,#food,Morro do Moco,recommendation,150,0,3.85,2024-01-22
Pea9dd469,Ud9185764,cultural_info,Amazing Experience,The food was delicious!,#travel,Quicama National Park,feedback,244,1,4.58,2023-04-14
P462a7a41,U1316476b,recommendation,Cultural Insights,Visited a wonderful place!,#food,Quicama National Park,recommendation,49,0,3.05,2024-06-18
Pc69b7d3b,U25d8dfba,recommendation,Tips for Travelers,The food was delicious!,#culture,Kalandula Falls,cultural_info,309,1,3.13,2023-12-11
P36bcce77,U18dd75bf,cultural_info,Cultural Insights,Highly recommend this destination.,#adventure,Ilha do Mussulo,travel_tip,193,0,1.43,2023-12-31
Pf80af8e5,U48289f69,cultural_info,Amazing Experience,Visited a wonderful place!,#culture,Ilha do Mussulo,travel_tip,371,0,2.79,2023-01-27
Pce312fa9,Ue85aa9bc,recommendation,Cultural Insights,Highly recommend this destination.,#adventure,Kalandula Falls,travel_tip,263,1,3.13,2023-07-12
P61ccacbd,U2e2ae74a,cultural_info,Amazing Experience,The food was delicious!,#travel,Ilha do Mussulo,cultural_info,347,1,1.97,2023-08-28
P0938369a,U0331a7c7,travel_tip,Tips for Travelers,Visited a wonderful place!,#adventure,Kalandula Falls,travel_tip,337,0,2.08,2024-01-30
P2de68ead,U339fca53,feedback,My Travel Story,Visited a wonderful place!,#beach,Kalandula Falls,recommendation,154,1,2.51,2023-06-22
Pd6974699,U851eb44b,travel_tip,Amazing Experience,Had an unforgettable adventure.,#food,Quicama National Park,feedback,124,0,1.08,2023-06-24
P61f95ce4,Uc77a9ef2,recommendation,Amazing Experience,Had an unforgettable adventure.,#food,Praia Morena,feedback,475,0,2.29,2024-01-28
P5b66c9d5,Ue7f56099,cultural_info,My Travel Story,The food was delicious!,#food,Kalandula Falls,recommendation,340,0,1.85,2024-07-01
Pe4a41257,Ub08504f0,travel_tip,Amazing Experience,The food was delicious!,#beach,Quicama National Park,recommendation,329,0,2.31,2024-01-22
Pb1c02f20,Ue9292787,travel_tip,Tips for Travelers,Highly recommend this destination.,#beach,Museu Nacional de História Natural,recommendation,148,0,1.48,2023-04-25
P8cfd5be5,U78ee480d,cultural_info,My Travel Story,Visited a wonderful place!,#nature,Museu Nacional de História Natural,feedback,436,0,4.56,2024-01-25
P0eeb74df,U98dedc97,recommendation,Cultural Insights,Visited a wonderful place!,#nature,Quicama National Park,feedback,433,1,3.37,2024-03-09
P32392950,U1d72ba46,cultural_info,My Travel Story,Highly recommend this destination.,#travel,Kalandula Falls,recommendation,275,1,3.72,2023-11-20
P2c61f124,U46ce8a90,cultural_info,My Travel Story,Had an unforgettable adventure.,#food,Kalandula Falls,feedback,307,0,4.16,2023-05-30
P9de39c72,Uc0c94625,recommendation,Cultural Insights,The food was delicious!,#nature,Ilha do Mussulo,recommendation,140,1,2.99,2023-08-09
Pf3bd8078,U9bfccf8b,cultural_info,Tips for Travelers,Visited a wonderful place!,#adventure,Morro do Moco,feedback,434,0,1.35,2023-02-23
P57cfe444,Ub2d0fb10,feedback,Tips for Travelers,Had an unforgettable adventure.,#adventure,Ilha do Mussulo,feedback,11,1,3.15,2023-12-12
P62a05aaf,Uf4e3fcee,travel_tip,Cultural Insights,Had an unforgettable adventure.,#culture,Praia Morena,cultural_info,144,0,3.35,2024-07-15
P7d63dfd9,U26da7a13,recommendation,My Travel Story,The food was delicious!,#nature,Praia Morena,cultural_info,234,0,3.98,2024-08-14
P2d52c55d,U0fb66447,travel_tip,Tips for Travelers,The food was delicious!,#beach,Morro do Moco,feedback,411,0,2.73,2023-01-10
